web_name,gw,cc
Glasner,2,
Porter,2,
Van Nistelrooy,2,
Silva,2,
Frank,2,
Pereira,2,
Potter,2,
Postecoglou,2,
Heath,2,
Cashin,2,
McKenna,2,
Peupion,2,0
Offiah,2,0
Cornet,2,0
Areola,2,0
Coleman,2,0
Ward,2,0
Rak-Sakyi,2,0
Ozoh,2,0
Bentley,2,0
B.Traore,2,0
Doak,2,0
N.Aguerd,2,0
Foderingham,2,0
Fabianski,2,0
Earthy,2,0
Gallagher,2,0
Deivid,2,0
D.D.Fofana,2,0
Chukwuemeka,2,0
Cundle,2,0
Chiwome,2,0
Chirewa,2,0
Zouma,2,0
Zanka,2,0
Valdimarsson,2,0
Hodge,2,0
H.Bueno,2,0
Gonzalez,2,0
Fraser,2,0
Fábio Silva,2,0
Ahamada,2,0
S.Bueno,2,0
Podence,2,0
King,2,0
Sarmiento,2,0
Hoever,2,0
O’Mahony,2,0
Mazilu,2,0
Kozlowski,2,0
Wiley,2,0
Pivas,2,0
Muric,2,0
Ângelo,2,0
Andrey Santos,2,0
Anselmino,2,
Steele,2,0
Kalajdžić,2,0
Chadi Riad,2,0
Cannon,2,0
Woolfenden,2,0
Slicker,2,0
Ndaba,2,0
Luongo,2,0
Lis,2,0
Larios,2,0
Edwards,2,0
Charles,2,0
Bella-Kotchap,2,0
Renato Veiga,2,0
Austin,2,0
A.Phillips,2,0
Stewart,2,0
McCarthy,2,0
Mara,2,0
Lumley,2,0
Y. Chermiti,2,0
Maupay,2,0
J.Virginia,2,0
Holgate,2,0
White,2,0
Bazunu,2,0
Petrović,2,0
M.Sarr,2,0
Lukaku,2,0
Kellyman,2,0
B.Fernandes,3,0
M.Salah,3,3
Palmer,3,5
Enzo,3,1
Mbeumo,3,3
Kulusevski,3,3
Tielemans,3,1
Damsgaard,3,2
Andreas,3,1
Ødegaard,3,1
Rice,3,0
Luis Díaz,3,0
Davis,3,3
Pedro Porro,3,1
Eze,3,1
Iwobi,3,2
Szoboszlai,3,3
De Bruyne,3,6
Son,3,3
Gordon,3,3
Cunha,3,2
Alexander-Arnold,3,0
Saka,3,1
Bowen,3,2
Cook,3,0
Gibbs-White,3,3
Bruno G.,3,0
Rogers,3,1
Kluivert,3,3
Semenyo,3,1
Hudson-Odoi,3,0
Bernardo,3,4
Mac Allister,3,1
Foden,3,0
Elanga,3,2
Savinho,3,0
Maddison,3,2
Christie,3,1
Neto,3,0
Robinson,3,1
Amad,3,2
Robertson,3,1
Muñoz,3,1
Trossard,3,1
Isak,3,0
Adama,3,1
Mitchell,3,0
J.Murphy,3,1
I.Sarr,3,3
Tavernier,3,2
Sancho,3,0
L.Paquetá,3,0
Aït-Nouri,3,2
Digne,3,1
Gündogan,3,1
Mitoma,3,2
Martinelli,3,0
Anderson,3,3
Gakpo,3,0
Hall,3,0
McNeil,3,6
Harrison,3,5
O.Dango,3,3
El Khannouss,3,0
Kerkez,3,1
Garnacho,3,1
M.Fernandes,3,0
João Pedro,3,1
Manning,3,0
Wan-Bissaka,3,2
Hughes,3,0
Madueke,3,0
N.Jackson,3,0
Kovačić,3,0
Kudus,3,0
Mateta,3,0
Caicedo,3,0
Rashford,3,2
Haaland,3,1
Dalot,3,0
Ayari,3,1
McGinn,3,0
Gravenberch,3,0
Doku,3,2
Bellegarde,3,0
Estupiñan,3,2
A.Doucoure,3,0
Wharton,3,1
Gvardiol,3,0
Buonanotte,3,0
Lukić,3,0
Minteh,3,0
Wissa,3,3
Grealish,3,3
Joelinton,3,0
J.Clarke,3,0
Watkins,3,1
Hutchinson,3,0
Walker-Peters,3,1
Lewis-Potter,3,0
Evanilson,3,0
Mavididi,3,0
Eriksen,3,0
Willock,3,0
Livramento,3,1
Matheus N.,3,1
N.Semedo,3,0
Gusto,3,0
Casemiro,3,0
Barnes,3,0
J.Gomes,3,0
Dibling,3,2
Schade,3,1
Baleba,3,1
Mykolenko,3,1
Tonali,3,0
Jones,3,0
Delap,3,1
Young,3,0
Lindstrøm,3,0
Georginio,3,0
Gana,3,0
Johnson,3,0
Kamada,3,1
Wood,3,0
Vardy,3,1
Trippier,3,0
Kristiansen,3,2
Raúl,3,0
Morsy,3,1
Smith Rowe,3,0
Wilson,3,0
Mazraoui,3,1
Cucurella,3,0
Ramsey,3,1
Maatsen,3,0
Berge,3,2
Strand Larsen,3,1
Winks,3,0
J.Timber,3,1
Thomas,3,0
Sugawara,3,2
Yates,3,1
Summerville,3,0
Ndiaye,3,0
Welbeck,3,0
O'Riley,3,0
Udogie,3,1
Ward-Prowse,3,0
Kilman,3,0
Emerson,3,1
Aribo,3,1
Bailey,3,0
Tarkowski,3,1
Nørgaard,3,1
Havertz,3,2
Adams,3,0
Ndidi,3,1
N.Williams,3,1
Merino,3,0
Brooks,3,0
Downes,3,3
P.M.Sarr,3,0
Jensen,3,3
André,3,0
Højlund,3,0
Solanke,3,0
Nkunku,3,1
Souček,3,0
Janelt,3,1
J.Ayew,3,1
Ugochukwu,3,0
Gruda,3,0
Enciso,3,2
Harwood-Bellis,3,1
Jota Silva,3,0
Roerslev,3,1
Mainoo,3,0
Huijsen,3,1
Hinshelwood,3,1
Van Hecke,3,0
Dominguez,3,0
Adingra,3,0
Nelson,3,0
Justin,3,0
Füllkrug,3,0
Aina,3,1
Marmoush,3,
Sarabia,3,0
C.Soler,3,
Gabriel,3,2
Colwill,3,0
Zirkzee,3,0
Guéhi,3,0
Virgil,3,1
M.Asensio,3,
Nwaneri,3,0
Murillo,3,0
R.Gomes,3,0
Alcaraz,3,0
Johnson,3,0
Bergvall,3,0
Doherty,3,0
Álvarez,3,1
Garner,3,0
Tsimikas,3,0
Wieffer,3,0
Nketiah,3,0
Diogo J.,3,0
Guedes,3,0
Zabarnyi,3,0
Cajuste,3,1
Mario Jr.,3,1
Scott,3,0
James,3,0
Werner,3,0
Cash,3,0
Burns,3,0
Konaté,3,0
Spence,3,0
Castagne,3,0
B.Soumaré,3,0
Kamara,3,0
Toti,3,0
Ajer,3,0
Lerma,3,0
Skipp,3,0
Antonio,3,0
Sinisterra,3,1
Smallbone,3,3
Bentancur,3,0
Collins,3,0
Ugarte,3,
Armstrong,3,0
Barkley,3,1
Kamaldeen,3,0
Bree,3,0
Akanji,3,0
Martinez,3,0
Darwin,3,0
Tel,3,
Sessegnon,3,0
Cairney,3,0
Milenković,3,1
Burn,3,0
G.Jesus,3,0
Yarmoliuk,3,0
Sosa,3,2
Alex Moreno,3,0
Beto,3,0
Mangala,3,
Philip,3,0
Sterling,3,0
Onuachu,3,0
Pinnock,3,0
White,3,0
Dorgu,3,
Tierney,3,0
Tete,3,0
Onana,3,1
Muniz,3,0
Walker,3,0
Lewis,3,1
Chalobah,3,0
Saliba,3,0
Lavia,3,0
Romero,3,0
Munetsi,3,
Smith,3,1
Calvert-Lewin,3,1
Doyle,3,1
Cresswell,3,0
Lacroix,3,
Devenny,3,0
João Félix,3,0
Ings,3,0
Coufal,3,0
Maguire,3,0
De Cordova-Reid,3,0
A.Fatawu,3,0
Elliott,3,0
Burgess,3,0
Chaplin,3,0
Broadhead,3,0
Bissouma,3,2
Lewis-Skelly,3,0
De Ligt,3,0
Calafiori,3,0
McAteer,3,0
Jaden,3,0
Veltman,3,0
O'Brien,3,0
W.Fofana,3,2
Mavropanos,3,0
Shaw,3,0
Odobert,3,1
Phillips,3,0
Mount,3,0
Lamptey,3,0
Van den Berg,3,0
Schär,3,0
F.Kadıoğlu,3,0
Konsa,3,0
George,3,
Gómez,3,
Willian,3,
Disasi,3,0
Rúben,3,1
Bradley,3,0
Ferguson,3,0
Dunk,3,2
Bednarek,3,0
Taylor,3,0
Senesi,3,0
Agbadou,3,
Richarlison,3,0
Duran,3,0
Townsend,3,0
Faes,3,0
Longstaff,3,0
Milner,3,0
Tuanzebe,3,1
Lallana,3,1
Dragusin,3,0
O’Reilly,3,0
Broja,3,0
Ederson M.,3,0
Enes Ünal,3,0
Szmodics,3,0
Sangaré,3,1
Carvalho,3,0
Archer,3,0
Clyne,3,0
Jebbison,3,0
L.Guilherme,3,0
Dewsbury-Hall,3,0
Hill,3,0
Mings,3,0
Lindelof,3,0
Antony,3,0
A. Garcia,3,
Moore,3,0
Almirón,3,0
Hee Chan,3,1
Andersen,3,0
Greaves,3,0
Hirst,3,0
Stephens,3,0
Iroegbunam,3,2
King,3,0
G.Rodríguez,3,0
Diop,3,1
Moder,3,0
March,3,0
Brereton Díaz,3,0
Webster,3,0
Vestergaard,3,0
O'Shea,3,0
Thomas,3,0
Jorginho,3,0
Kiwior,3,0
Thiago,3,0
Ogbene,3,1
Dawson,3,0
Todibo,3,0
Bogarde,3,0
Davies,3,0
Kayode,3,
Kelly,3,1
Choudhury,3,0
Fraser,3,0
Van de Ven,3,0
José Sá,3,0
Chilwell,3,0
Awoniyi,3,0
Branthwaite,3,0
Bassey,3,0
Schlupp,3,0
Gomez,3,0
Pickford,3,0
C.Richards,3,0
Patterson,3,0
Stones,3,0
McAtee,3,0
Scarles,3,
Leno,3,0
Collyer,3,1
Welington,3,
Edouard,3,0
Khusanov,3,
Flekken,3,0
Henderson,3,0
Tosin,3,0
Mudryk,3,1
Pau,3,0
Malen,3,
Danso,3,
Martinez,3,0
Al-Hamadi,3,1
Zinchenko,3,0
Mosquera,3,0
Pedro Lima,3,0
Gray,3,0
H.Clarke,3,0
Forbs,3,
Miley,3,0
Igor,3,0
Reed,3,0
A.Becker,3,0
Krafth,3,0
Pope,3,0
Sels,3,0
Reguilón,3,0
Aké,3,0
Endo,3,0
Daka,3,0
Keane,3,0
Onana,3,0
Marc Guiu,3,0
Wilson,3,0
Malacia,3,0
Quansah,3,0
Maghoma,3,
Bobb,3,0
Coady,3,0
Walton,3,0
Amass,3,
Kinsky,3,
Esse,3,
Sánchez,3,0
Edozie,3,0
Johnstone,3,0
Grønbæk,3,
Orford,3,
Palmer,3,
N.Gonzalez,3,
Irving,3,0
Amo-Ameyaw,3,0
Yoro,3,0
C.Doucouré,3,0
Rodrigo,3,0
Chiquinho,3,0
Buendia,3,0
Jay Robinson,3,
Agbinone,3,0
Taylor,3,0
Osula,3,0
Wood,3,0
Arrizabalaga,3,0
Armstrong,3,0
Scarlett,3,0
Verbruggen,3,0
Bates,3,
Faivre,3,0
Fletcher,3,
Kporha,3,
H.Traorè,3,0
Mepham,3,0
Wilson-Esbrand,3,
Marsh,3,
McConville,3,
Kinsey,3,
Travers,3,0
Paulsen,3,0
Broggio,3,
Neto,3,0
Jørgensen,3,0
Casadei,3,0
Bettinelli,3,0
Bergström,3,0
B.Badiashile,3,0
Trevitt,3,0
Moran,3,0
Dennis,3,0
J.Araujo,3,0
Toney,3,0
Rushworth,3,0
Onyeka,3,0
Mee,3,0
Konak,3,0
Alves,3,0
Godo,3,0
Gross,3,0
Gilmour,3,0
Dahoud,3,0
Cozier-Duberry,3,0
Baker-Boaitey,3,0
Peart-Harris,3,0
I.Osman,3,0
Lankshear,3,0
Ji-soo,3,0
Hickey,3,0
Henry,3,0
Dasilva,3,0
Brierley,3,0
G.Nunes,3,0
Dixon,3,0
Kaboré,3,0
J.Cuenca,3,0
Nelson,3,0
Metcalfe,3,0
Umeh-Chibueze,3,0
Casey,3,0
Zych,3,0
Swinkels,3,0
Setford,3,0
Oulad M'hand,3,0
Meupiyou,3,0
Chiesa,3,0
Begovic,3,0
Monga,3,
Charlie Tasker,3,
Gower,3,
Neave,3,
Dermot Mee,3,
Genesis Antwi,3,
Benjamin Fredrick,3,
João Cancelo,3,0
Tom Taylor,3,
Boniface,3,
Jake Evans,3,
Barco,3,0
Harry Howell,3,
Freddie Simmonds,3,
Heaton,3,0
Hannibal,3,0
Evans,3,0
Bayindir,3,0
Ortega Moreno,3,0
Barrenechea,3,0
McConnell,3,0
Kelleher,3,0
Pellistri,3,0
McTominay,3,0
Olabade Aluko,3,
Sadi,3,
Adu-Adjei,3,
Hennessey,3,
Kayi Sanda,3,
Yang,3,
Vitor Reis,3,
Ajayi,3,
Silcott-Duberry,3,
McKenna,3,
Coulibaly,3,
Gauci,3,0
Amougou,3,
Diego Carlos,3,0
Diaby,3,0
Dendoncker,3,0
Guardiola,3,
Arteta,3,
Djiga,3,
Olsen,3,0
Nedeljkovic,3,0
Marschall,3,0
Kesler-Hayden,3,0
Iling Jr,3,0
Hause,3,0
Dobbin,3,0
Okoduwa,3,
Jimoh,3,
Danns,3,
Wilson-Brown,3,
Rees-Dottin,3,
Kacurri,3,
Young,3,
Morato,3,
Meghoma,3,
Wheatley,3,0
Rodney,3,0
Williams-Barnett,3,
Pond,3,
Samuels,3,
Nichols,3,
Yogane,3,
Jaros,3,
Kabia,3,
Heaven,3,
Fitzgerald,3,
Simpson-Pusey,3,
Wright,3,
Davies,3,
Cahill,3,
Butler-Oyedeji,3,
Nyoni,3,
Winterburn,3,
Mayers,3,
Slater,3,
Hardy,3,
Olusesi,3,
Edozie,3,
Mubama,3,
Acheampong,3,
Rak-Sakyi,3,
Cartwright,3,
Akinmboni,3,
Nallo,3,
Kukonki,3,
Amissah,3,
Abbott,3,
Arthur,3,
Brits,3,
Alleyne,3,
Harris,3,
King,3,
Dorrington,3,
Godfrey,3,
Soler,3,
O'Brien-Whitmarsh,3,
J.Alvarez,3,0
Carson,3,0
R.Williams,3,0
N.Phillips,3,0
Lascelles,3,0
Kuol,3,0
Hayden,3,0
Dúbravka,3,0
Botman,3,0
Golding,3,0
Undav,3,0
Ruddy,3,0
Odysseas,3,0
Lewis,3,0
Ward,3,0
Stolarczyk,3,0
Souttar,3,0
Ricardo,3,0
Okoli,3,0
Marcal,3,0
Iversen,3,0
Hermansen,3,0
Targett,3,0
Clark,3,0
Bajcetic,3,0
O.Richards,3,0
Mighten,3,0
Dennis,3,0
Danilo,3,0
Da Silva Moreira,3,0
C.Miguel,3,0
Bowler,3,0
Boly,3,0
Worrall,3,0
A.Murphy,3,0
Turner,3,0
Toffolo,3,0
Panzo,3,0
Omobamidele,3,0
O'Brien,3,0
Ladapo,3,0
Humphreys,3,0
Harness,3,0
Edmundson,3,0
Baggott,3,0
Vinicius,3,0
Ui-jo,3,0
Cassanova,3,
Eyestone,3,
Knight,3,
Tomiyasu,3,0
Raya,3,0
Ramsdale,3,0
Hein,3,0
Fábio Vieira,3,0
Jack Henry-Francis,3,
Maresca,3,
Morton,3,0
Hürzeler,3,
Echeverri,3,
Mané,3,
Graczyk,3,
Samuels-Smith,3,
Mheuka,3,
Morgan,3,
Koné,3,
Moorhouse,3,
Fredricson,3,
Obi,3,
Coby Ebere,3,
Sherif,3,
Iraola,3,
Emery,3,
Anthony,3,0
Aarons,3,0
Sousa,3,0
Sinisalo,3,0
Rusk,3,
Nuno,3,
Howe,3,
Amorim,3,
Slot,3,
Harrison,3,
Moyes,3,
Glasner,3,
Porter,3,
Van Nistelrooy,3,
Silva,3,
Frank,3,
Pereira,3,
Potter,3,
Postecoglou,3,
Heath,3,
Cashin,3,
McKenna,3,
Peupion,3,0
Offiah,3,0
Cornet,3,0
Areola,3,0
Coleman,3,0
Ward,3,0
Rak-Sakyi,3,0
Ozoh,3,0
Bentley,3,0
B.Traore,3,0
Doak,3,0
N.Aguerd,3,0
Foderingham,3,0
Fabianski,3,0
Earthy,3,0
Gallagher,3,0
Deivid,3,0
D.D.Fofana,3,0
Chukwuemeka,3,0
Cundle,3,0
Chiwome,3,0
Chirewa,3,0
Zouma,3,0
Zanka,3,0
Valdimarsson,3,0
Hodge,3,0
H.Bueno,3,0
Gonzalez,3,0
Fraser,3,0
Fábio Silva,3,0
Ahamada,3,0
S.Bueno,3,0
Podence,3,0
King,3,0
Sarmiento,3,0
Hoever,3,0
O’Mahony,3,0
Mazilu,3,0
Kozlowski,3,0
Wiley,3,0
Pivas,3,0
Muric,3,0
Ângelo,3,0
Andrey Santos,3,0
Anselmino,3,
Steele,3,0
Kalajdžić,3,0
Chadi Riad,3,0
Cannon,3,0
Woolfenden,3,0
Slicker,3,0
Ndaba,3,0
Luongo,3,0
Lis,3,0
Larios,3,0
Edwards,3,0
Charles,3,0
Bella-Kotchap,3,0
Renato Veiga,3,0
Austin,3,0
A.Phillips,3,0
Stewart,3,0
McCarthy,3,0
Mara,3,0
Lumley,3,0
Y. Chermiti,3,0
Maupay,3,0
J.Virginia,3,0
Holgate,3,0
White,3,0
Bazunu,3,0
Petrović,3,0
M.Sarr,3,0
Lukaku,3,0
Kellyman,3,0
B.Fernandes,4,1
M.Salah,4,1
Palmer,4,1
Enzo,4,0
Mbeumo,4,3
Kulusevski,4,1
Tielemans,4,1
Damsgaard,4,1
Andreas,4,2
Ødegaard,4,0
Rice,4,0
Luis Díaz,4,0
Davis,4,1
Pedro Porro,4,4
Eze,4,3
Iwobi,4,2
Szoboszlai,4,3
De Bruyne,4,5
Son,4,1
Gordon,4,2
Cunha,4,0
Alexander-Arnold,4,4
Saka,4,2
Bowen,4,2
Cook,4,1
Gibbs-White,4,2
Bruno G.,4,1
Rogers,4,1
Kluivert,4,1
Semenyo,4,0
Hudson-Odoi,4,0
Bernardo,4,0
Mac Allister,4,1
Foden,4,0
Elanga,4,1
Savinho,4,1
Maddison,4,2
Christie,4,2
Neto,4,1
Robinson,4,1
Amad,4,6
Robertson,4,1
Muñoz,4,2
Trossard,4,2
Isak,4,1
Adama,4,2
Mitchell,4,4
J.Murphy,4,1
I.Sarr,4,0
Tavernier,4,2
Sancho,4,2
L.Paquetá,4,1
Aït-Nouri,4,0
Digne,4,3
Gündogan,4,4
Mitoma,4,0
Martinelli,4,2
Anderson,4,0
Gakpo,4,0
Hall,4,1
McNeil,4,3
Harrison,4,0
O.Dango,4,0
El Khannouss,4,0
Kerkez,4,0
Garnacho,4,1
M.Fernandes,4,0
João Pedro,4,0
Manning,4,0
Wan-Bissaka,4,1
Hughes,4,0
Madueke,4,1
N.Jackson,4,0
Kovačić,4,0
Kudus,4,2
Mateta,4,0
Caicedo,4,0
Rashford,4,1
Haaland,4,0
Dalot,4,2
Ayari,4,1
McGinn,4,0
Gravenberch,4,1
Doku,4,0
Bellegarde,4,1
Estupiñan,4,0
A.Doucoure,4,0
Wharton,4,2
Gvardiol,4,1
Buonanotte,4,0
Lukić,4,0
Minteh,4,2
Wissa,4,0
Grealish,4,1
Joelinton,4,0
J.Clarke,4,0
Watkins,4,2
Hutchinson,4,0
Walker-Peters,4,0
Lewis-Potter,4,0
Evanilson,4,1
Mavididi,4,0
Eriksen,4,2
Willock,4,5
Livramento,4,0
Matheus N.,4,0
N.Semedo,4,1
Gusto,4,0
Casemiro,4,0
Barnes,4,2
J.Gomes,4,0
Dibling,4,1
Schade,4,1
Baleba,4,1
Mykolenko,4,0
Tonali,4,0
Jones,4,0
Delap,4,0
Young,4,0
Lindstrøm,4,0
Georginio,4,2
Gana,4,0
Johnson,4,1
Kamada,4,0
Wood,4,1
Vardy,4,1
Trippier,4,0
Kristiansen,4,2
Raúl,4,2
Morsy,4,0
Smith Rowe,4,3
Wilson,4,0
Mazraoui,4,0
Cucurella,4,0
Ramsey,4,0
Maatsen,4,3
Berge,4,1
Strand Larsen,4,1
Winks,4,0
J.Timber,4,0
Thomas,4,0
Sugawara,4,2
Yates,4,0
Summerville,4,0
Ndiaye,4,0
Welbeck,4,0
O'Riley,4,0
Udogie,4,0
Ward-Prowse,4,0
Kilman,4,0
Emerson,4,2
Aribo,4,0
Bailey,4,0
Tarkowski,4,0
Nørgaard,4,1
Havertz,4,0
Adams,4,0
Ndidi,4,4
N.Williams,4,0
Merino,4,0
Brooks,4,0
Downes,4,0
P.M.Sarr,4,1
Jensen,4,0
André,4,1
Højlund,4,0
Solanke,4,0
Nkunku,4,0
Souček,4,0
Janelt,4,0
J.Ayew,4,0
Ugochukwu,4,1
Gruda,4,0
Enciso,4,1
Harwood-Bellis,4,0
Jota Silva,4,1
Roerslev,4,0
Mainoo,4,1
Huijsen,4,0
Hinshelwood,4,1
Van Hecke,4,0
Dominguez,4,0
Adingra,4,0
Nelson,4,0
Justin,4,0
Füllkrug,4,0
Aina,4,0
Marmoush,4,
Sarabia,4,0
C.Soler,4,0
Gabriel,4,0
Colwill,4,1
Zirkzee,4,2
Guéhi,4,1
Virgil,4,0
M.Asensio,4,
Nwaneri,4,0
Murillo,4,0
R.Gomes,4,0
Alcaraz,4,0
Johnson,4,0
Bergvall,4,0
Doherty,4,0
Álvarez,4,1
Garner,4,1
Tsimikas,4,0
Wieffer,4,0
Nketiah,4,1
Diogo J.,4,0
Guedes,4,0
Zabarnyi,4,1
Cajuste,4,0
Mario Jr.,4,2
Scott,4,0
James,4,0
Werner,4,0
Cash,4,0
Burns,4,0
Konaté,4,1
Spence,4,0
Castagne,4,0
B.Soumaré,4,0
Kamara,4,0
Toti,4,0
Ajer,4,0
Lerma,4,0
Skipp,4,2
Antonio,4,0
Sinisterra,4,2
Smallbone,4,0
Bentancur,4,0
Collins,4,0
Ugarte,4,0
Armstrong,4,0
Barkley,4,1
Kamaldeen,4,0
Bree,4,0
Akanji,4,0
Martinez,4,0
Darwin,4,1
Tel,4,
Sessegnon,4,0
Cairney,4,1
Milenković,4,0
Burn,4,0
G.Jesus,4,0
Yarmoliuk,4,0
Sosa,4,0
Alex Moreno,4,0
Beto,4,0
Mangala,4,0
Philip,4,0
Sterling,4,0
Onuachu,4,0
Pinnock,4,0
White,4,0
Dorgu,4,
Tierney,4,0
Tete,4,1
Onana,4,0
Muniz,4,0
Walker,4,1
Lewis,4,1
Chalobah,4,0
Saliba,4,0
Lavia,4,0
Romero,4,1
Munetsi,4,
Smith,4,0
Calvert-Lewin,4,0
Doyle,4,0
Cresswell,4,0
Lacroix,4,1
Devenny,4,0
João Félix,4,0
Ings,4,0
Coufal,4,0
Maguire,4,0
De Cordova-Reid,4,0
A.Fatawu,4,0
Elliott,4,0
Burgess,4,0
Chaplin,4,0
Broadhead,4,0
Bissouma,4,0
Lewis-Skelly,4,0
De Ligt,4,1
Calafiori,4,0
McAteer,4,0
Jaden,4,0
Veltman,4,0
O'Brien,4,0
W.Fofana,4,1
Mavropanos,4,0
Shaw,4,0
Odobert,4,1
Phillips,4,1
Mount,4,0
Lamptey,4,0
Van den Berg,4,0
Schär,4,0
F.Kadıoğlu,4,2
Konsa,4,0
George,4,
Gómez,4,
Willian,4,
Disasi,4,0
Rúben,4,0
Bradley,4,0
Ferguson,4,0
Dunk,4,0
Bednarek,4,0
Taylor,4,0
Senesi,4,2
Agbadou,4,
Richarlison,4,0
Duran,4,0
Townsend,4,0
Faes,4,0
Longstaff,4,0
Milner,4,0
Tuanzebe,4,1
Lallana,4,0
Dragusin,4,0
O’Reilly,4,0
Broja,4,0
Ederson M.,4,1
Enes Ünal,4,1
Szmodics,4,0
Sangaré,4,0
Carvalho,4,0
Archer,4,0
Clyne,4,0
Jebbison,4,0
L.Guilherme,4,0
Dewsbury-Hall,4,0
Hill,4,0
Mings,4,0
Lindelof,4,0
Antony,4,0
A. Garcia,4,
Moore,4,0
Almirón,4,0
Hee Chan,4,0
Andersen,4,0
Greaves,4,0
Hirst,4,1
Stephens,4,0
Iroegbunam,4,0
King,4,0
G.Rodríguez,4,0
Diop,4,0
Moder,4,0
March,4,0
Brereton Díaz,4,0
Webster,4,0
Vestergaard,4,0
O'Shea,4,0
Thomas,4,0
Jorginho,4,0
Kiwior,4,0
Thiago,4,0
Ogbene,4,0
Dawson,4,1
Todibo,4,0
Bogarde,4,1
Davies,4,0
Kayode,4,
Kelly,4,0
Choudhury,4,0
Fraser,4,0
Van de Ven,4,0
José Sá,4,0
Chilwell,4,0
Awoniyi,4,0
Branthwaite,4,0
Bassey,4,0
Schlupp,4,0
Gomez,4,0
Pickford,4,0
C.Richards,4,0
Patterson,4,0
Stones,4,0
McAtee,4,0
Scarles,4,
Leno,4,0
Collyer,4,0
Welington,4,
Edouard,4,0
Khusanov,4,
Flekken,4,0
Henderson,4,0
Tosin,4,1
Mudryk,4,0
Pau,4,0
Malen,4,
Danso,4,
Martinez,4,0
Al-Hamadi,4,0
Zinchenko,4,0
Mosquera,4,0
Pedro Lima,4,0
Gray,4,0
H.Clarke,4,0
Forbs,4,0
Miley,4,0
Igor,4,0
Reed,4,1
A.Becker,4,0
Krafth,4,0
Pope,4,0
Sels,4,0
Reguilón,4,0
Aké,4,0
Endo,4,0
Daka,4,0
Keane,4,0
Onana,4,0
Marc Guiu,4,0
Wilson,4,0
Malacia,4,0
Quansah,4,0
Maghoma,4,
Bobb,4,0
Coady,4,0
Walton,4,0
Amass,4,
Kinsky,4,
Esse,4,
Sánchez,4,0
Edozie,4,0
Johnstone,4,1
Grønbæk,4,
Orford,4,
Palmer,4,
N.Gonzalez,4,
Irving,4,0
Amo-Ameyaw,4,0
Yoro,4,0
C.Doucouré,4,0
Rodrigo,4,1
Chiquinho,4,0
Buendia,4,0
Jay Robinson,4,
Agbinone,4,0
Taylor,4,0
Osula,4,0
Wood,4,0
Arrizabalaga,4,0
Armstrong,4,0
Scarlett,4,0
Verbruggen,4,0
Bates,4,
Faivre,4,0
Fletcher,4,
Kporha,4,
H.Traorè,4,0
Mepham,4,0
Wilson-Esbrand,4,
Marsh,4,
McConville,4,
Kinsey,4,
Travers,4,0
Paulsen,4,0
Broggio,4,
Neto,4,0
Jørgensen,4,0
Casadei,4,0
Bettinelli,4,0
Bergström,4,0
B.Badiashile,4,0
Trevitt,4,0
Moran,4,0
Dennis,4,0
J.Araujo,4,0
Toney,4,0
Rushworth,4,0
Onyeka,4,0
Mee,4,0
Konak,4,0
Alves,4,0
Godo,4,0
Gross,4,0
Gilmour,4,0
Dahoud,4,0
Cozier-Duberry,4,0
Baker-Boaitey,4,0
Peart-Harris,4,0
I.Osman,4,0
Lankshear,4,0
Ji-soo,4,0
Hickey,4,0
Henry,4,0
Dasilva,4,0
Brierley,4,0
G.Nunes,4,0
Dixon,4,0
Kaboré,4,0
J.Cuenca,4,0
Nelson,4,0
Metcalfe,4,0
Umeh-Chibueze,4,0
Casey,4,0
Zych,4,0
Swinkels,4,0
Setford,4,0
Oulad M'hand,4,0
Meupiyou,4,0
Chiesa,4,0
Begovic,4,0
Monga,4,
Charlie Tasker,4,
Gower,4,
Neave,4,
Dermot Mee,4,
Genesis Antwi,4,
Benjamin Fredrick,4,
João Cancelo,4,0
Tom Taylor,4,
Boniface,4,
Jake Evans,4,
Barco,4,0
Harry Howell,4,
Freddie Simmonds,4,
Heaton,4,0
Hannibal,4,0
Evans,4,0
Bayindir,4,0
Ortega Moreno,4,0
Barrenechea,4,0
McConnell,4,0
Kelleher,4,0
Pellistri,4,0
McTominay,4,0
Olabade Aluko,4,
Sadi,4,
Adu-Adjei,4,
Hennessey,4,
Kayi Sanda,4,
Yang,4,
Vitor Reis,4,
Ajayi,4,
Silcott-Duberry,4,
McKenna,4,
Coulibaly,4,
Gauci,4,0
Amougou,4,
Diego Carlos,4,0
Diaby,4,0
Dendoncker,4,0
Guardiola,4,
Arteta,4,
Djiga,4,
Olsen,4,0
Nedeljkovic,4,0
Marschall,4,0
Kesler-Hayden,4,0
Iling Jr,4,0
Hause,4,0
Dobbin,4,0
Okoduwa,4,
Jimoh,4,
Danns,4,
Wilson-Brown,4,
Rees-Dottin,4,
Kacurri,4,0
Young,4,0
Morato,4,0
Meghoma,4,0
Wheatley,4,0
Rodney,4,0
Williams-Barnett,4,
Pond,4,
Samuels,4,
Nichols,4,
Yogane,4,
Jaros,4,
Kabia,4,0
Heaven,4,0
Fitzgerald,4,
Simpson-Pusey,4,
Wright,4,
Davies,4,
Cahill,4,
Butler-Oyedeji,4,
Nyoni,4,
Winterburn,4,
Mayers,4,
Slater,4,
Hardy,4,
Olusesi,4,
Edozie,4,
Mubama,4,
Acheampong,4,
Rak-Sakyi,4,
Cartwright,4,
Akinmboni,4,
