web_name,gw,SoT
Bella-Kotchap,2,0
Devine,2,0
Bryan,2,0
Reguilón,2,0
Lo Celso,2,0
Højbjerg,2,0
Solomon,2,0
Hickey,2,0
Henry,2,0
Al-Hamadi,2,0
Dasilva,2,0
Forster,2,0
E.Royal,2,0
Worrall,2,0
Ui-jo,2,0
Turner,2,0
Toffolo,2,0
Sels,2,0
Panzo,2,0
Peart-Harris,2,0
Da Silva Moreira,2,0
C.Miguel,2,0
Bowler,2,0
Flekken,2,0
Zabarnyi,2,0
Travers,2,0
Smith,2,0
Ji-soo,2,0
Chirewa,2,0
Chiquinho,2,0
Mepham,2,0
Hill,2,0
H.Traorè,2,0
Faivre,2,0
Senesi,2,0
Marc Guiu,2,0
Ahamada,2,0
Edozie,2,0
Cundle,2,0
Chiwome,2,0
M.Sarr,2,0
Lukaku,2,0
Lavia,2,0
Kellyman,2,0
Gilchrist,2,0
Gallagher,2,0
Petrović,2,0
Bazunu,2,0
Amo-Ameyaw,2,0
Larios,2,0
Lallana,2,0
Edwards,2,0
W.Fofana,2,0
Lascelles,2,0
Cozier-Duberry,2,0
Barco,2,0
Baker-Boaitey,2,0
Igor,2,0
I.Osman,2,0
Gross,2,0
Gilmour,2,0
A.Murphy,2,0
Onyeka,2,0
Mee,2,0
Konak,2,0
Zanka,2,0
Omobamidele,2,0
Toney,2,0
Thiago,2,0
Dahoud,2,0
Edmundson,2,0
Slicker,2,0
Ndaba,2,0
Luongo,2,0
Ladapo,2,0
Pellistri,2,0
Onana,2,0
Doak,2,0
Clark,2,0
Baggott,2,0
Valdimarsson,2,0
O'Brien,2,0
O.Richards,2,0
Mighten,2,0
Wood,2,0
Taylor,2,0
Stewart,2,0
Wilson,2,0
White,2,0
Trippier,2,0
Haaland,3,4
M.Salah,3,1
Palmer,3,1
Isak,3,1
Cunha,3,0
Semenyo,3,2
Mbeumo,3,3
Wissa,3,2
Watkins,3,1
Wood,3,3
N.Jackson,3,3
Strand Larsen,3,0
Bowen,3,1
Raúl,3,1
Madueke,3,1
Delap,3,2
Evanilson,3,0
Garnacho,3,0
Kluivert,3,0
B.Fernandes,3,0
Luis Díaz,3,2
Mateta,3,0
Iwobi,3,1
Son,3,0
Eze,3,1
Mitoma,3,0
Solanke,3,0
I.Sarr,3,0
Vardy,3,0
Havertz,3,2
Savinho,3,0
Szoboszlai,3,0
Kudus,3,0
Trossard,3,1
Saka,3,3
João Pedro,3,1
Welbeck,3,0
Johnson,3,1
Schade,3,1
O.Dango,3,0
Gakpo,3,0
Rogers,3,0
Martinelli,3,0
Muniz,3,1
Elanga,3,0
Gordon,3,0
Enzo,3,0
Beto,3,0
Enciso,3,0
Gibbs-White,3,2
Hudson-Odoi,3,0
Calvert-Lewin,3,1
Maddison,3,2
Kulusevski,3,0
Foden,3,0
Barnes,3,1
Marmoush,3,
Hutchinson,3,1
Neto,3,0
Tavernier,3,3
J.Murphy,3,1
Ndiaye,3,2
Duran,3,2
Rashford,3,0
Lewis-Potter,3,0
Onuachu,3,0
Ødegaard,3,1
Souček,3,0
M.Fernandes,3,1
P.M.Sarr,3,2
Minteh,3,1
De Bruyne,3,2
Diogo J.,3,0
Mac Allister,3,0
Amad,3,0
Joelinton,3,0
Muñoz,3,0
Szmodics,3,0
Jones,3,0
Nketiah,3,0
Georginio,3,0
Christie,3,0
Tielemans,3,0
Kovačić,3,0
Darwin,3,0
Gvardiol,3,1
Nørgaard,3,0
Zirkzee,3,2
Nkunku,3,0
Adama,3,1
Baleba,3,0
Merino,3,0
Bernardo,3,1
Lindstrøm,3,0
Brooks,3,0
Buonanotte,3,1
Schär,3,0
M.Asensio,3,
Tonali,3,0
Smith Rowe,3,0
Archer,3,0
Højlund,3,0
Rice,3,0
Bruno G.,3,0
Dibling,3,1
De Ligt,3,0
A.Doucoure,3,0
Cucurella,3,0
Doku,3,0
Wilson,3,0
McNeil,3,1
Andreas,3,0
Yates,3,0
Nwaneri,3,0
Ndidi,3,0
J.Ayew,3,0
Pedro Porro,3,1
Romero,3,0
Armstrong,3,0
Kamaldeen,3,0
Sarabia,3,0
Aït-Nouri,3,1
Malen,3,
Alexander-Arnold,3,0
Casemiro,3,0
Damsgaard,3,1
Tel,3,
J.Gomes,3,0
Richarlison,3,0
Virgil,3,0
Jota Silva,3,0
Ayari,3,1
Guedes,3,0
Sessegnon,3,0
C.Soler,3,
Milenković,3,0
Emerson,3,0
Enes Ünal,3,0
Lerma,3,0
G.Jesus,3,0
Aribo,3,0
Harwood-Bellis,3,0
Sancho,3,0
Thomas,3,0
Mavididi,3,0
Guéhi,3,0
Anderson,3,0
Dominguez,3,0
Adingra,3,0
Alcaraz,3,0
Estupiñan,3,0
Mangala,3,
O'Riley,3,0
El Khannouss,3,0
N.Semedo,3,0
Calafiori,3,0
Pinnock,3,0
Hinshelwood,3,1
Collins,3,0
Sinisterra,3,1
Walker-Peters,3,1
N.Williams,3,0
Chalobah,3,0
Martinez,3,0
Broadhead,3,0
Justin,3,0
Harrison,3,1
Onana,3,1
Nelson,3,0
Bailey,3,0
Munetsi,3,
Maatsen,3,0
Wharton,3,1
McGinn,3,0
Gana,3,1
Gündogan,3,0
Mario Jr.,3,0
Füllkrug,3,0
Lacroix,3,
João Félix,3,1
Sosa,3,0
Gabriel,3,0
Scott,3,0
Van Hecke,3,0
Dalot,3,0
Maguire,3,0
Van den Berg,3,0
Barkley,3,0
Gravenberch,3,0
Andersen,3,0
L.Paquetá,3,0
Mavropanos,3,0
Bellegarde,3,1
Kerkez,3,0
A.Fatawu,3,1
Ings,3,0
Jaden,3,0
C.Richards,3,0
Carvalho,3,0
Bentancur,3,0
Murillo,3,0
Rúben,3,0
Wan-Bissaka,3,0
Sugawara,3,2
Grealish,3,0
Ramsey,3,1
Bissouma,3,0
Awoniyi,3,0
Burn,3,0
Bassey,3,0
Taylor,3,0
Kamada,3,1
Summerville,3,1
J.Timber,3,0
Cash,3,0
Tarkowski,3,0
Daka,3,0
Wieffer,3,0
Greaves,3,1
Gusto,3,0
Janelt,3,0
Cook,3,1
Devenny,3,0
Hirst,3,0
Antonio,3,0
Winks,3,0
McAtee,3,0
Digne,3,0
Konaté,3,0
Konsa,3,0
De Cordova-Reid,3,0
Caicedo,3,0
S.Bueno,3,0
Johnson,3,0
Colwill,3,1
Downes,3,0
Castagne,3,0
R.Gomes,3,0
O'Brien,3,0
Doherty,3,0
James,3,0
Keane,3,1
Young,3,0
Branthwaite,3,0
Hee Chan,3,0
Ugarte,3,
Ferguson,3,0
Antony,3,0
Matheus N.,3,0
Bradley,3,0
McAteer,3,0
Mount,3,0
Mazraoui,3,1
Chaplin,3,0
Willock,3,0
Dunk,3,0
Werner,3,0
Spence,3,0
Ajer,3,0
Garner,3,0
Pau,3,0
M.França,3,0
Odobert,3,0
J.Clarke,3,0
Saliba,3,0
Adams,3,0
Mitchell,3,0
Schlupp,3,0
Toti,3,0
Irving,3,0
Robinson,3,0
Lukić,3,0
O'Shea,3,0
Huijsen,3,0
O’Reilly,3,0
Chiesa,3,0
Gruda,3,0
Tosin,3,0
Ward-Prowse,3,0
Kilman,3,0
Doyle,3,0
Cairney,3,0
Reed,3,0
Diop,3,0
Roerslev,3,0
Yarmoliuk,3,0
Van de Ven,3,0
Bednarek,3,0
Aina,3,0
Bergvall,3,0
Stephens,3,0
Almirón,3,0
Phillips,3,0
Miley,3,0
Stones,3,0
Lewis,3,0
Walker,3,0
Tete,3,0
Vestergaard,3,0
Elliott,3,0
Morsy,3,0
Davis,3,0
Mainoo,3,0
Gomez,3,0
Lamptey,3,0
Robertson,3,0
Okoli,3,0
Tsimikas,3,0
Dorgu,3,
Danso,3,
Davies,3,0
Faes,3,0
Ricardo,3,0
Udogie,3,0
Kamara,3,0
F.Kadıoğlu,3,0
Disasi,3,0
Eriksen,3,0
André,3,0
Scarlett,3,0
Skipp,3,1
Hughes,3,0
Bree,3,0
White,3,0
Longstaff,3,0
Vinicius,3,0
Cajuste,3,0
Akanji,3,0
Edouard,3,0
Chilwell,3,0
Veltman,3,0
Webster,3,0
Boly,3,0
Y. Chermiti,3,0
George,3,
Sangaré,3,0
Mings,3,0
Manning,3,0
Dragusin,3,0
Bogarde,3,0
Butler-Oyedeji,3,
Jensen,3,0
Gray,3,0
Livramento,3,0
Diego Carlos,3,0
Agbadou,3,
Smallbone,3,0
Lewis-Skelly,3,0
Philip,3,0
G.Rodríguez,3,0
Esse,3,
Yoro,3,0
Jebbison,3,0
Coleman,3,1
Pedro Lima,3,0
Brereton Díaz,3,1
Álvarez,3,0
H.Clarke,3,0
Obi,3,
Ugochukwu,3,0
Mheuka,3,
Dawson,3,0
L.Guilherme,3,0
Kiwior,3,0
Burgess,3,0
Burns,3,0
Coady,3,0
Renato Veiga,3,0
Hall,3,0
Fraser,3,0
Osula,3,0
Morato,3,
Coulibaly,3,
Coufal,3,0
Mudryk,3,0
Alves,3,0
Dixon,3,0
Ream,3,0
Ogbene,3,0
Kaboré,3,0
Stansfield,3,0
Benda,3,0
J.Araujo,3,0
Harris,3,0
Godo,3,0
Leno,3,0
King,3,0
Berge,3,0
Todibo,3,0
Lankshear,3,0
Swinkels,3,0
Jørgensen,3,0
Moore,3,0
Meupiyou,3,0
Collyer,3,0
Metcalfe,3,0
Rushworth,3,0
G.Nunes,3,0
Setford,3,0
Nelson,3,0
Mbabu,3,0
Townsend,3,0
Oulad M'hand,3,0
Begovic,3,0
Dewsbury-Hall,3,0
Deivid,3,0
D.D.Fofana,3,0
Chukwuemeka,3,0
B.Traore,3,0
Zouma,3,0
N.Aguerd,3,0
Humphreys,3,0
Choudhury,3,0
Cannon,3,0
B.Soumaré,3,0
Cresswell,3,0
Sterling,3,0
Areola,3,0
Foderingham,3,0
Fabianski,3,0
Bentley,3,0
Clyne,3,0
Chadi Riad,3,0
Podence,3,0
Wiley,3,0
Pivas,3,0
Earthy,3,0
Paulsen,3,0
Brierley,3,0
Cornet,3,0
Ebiowei,3,0
Mykolenko,3,0
Maupay,3,0
J.Virginia,3,0
Iroegbunam,3,0
Holgate,3,0
Pickford,3,0
Patterson,3,0
Fábio Silva,3,0
Mosquera,3,0
King,3,0
Kalajdžić,3,0
Tuanzebe,3,0
Muric,3,0
Sánchez,3,0
Armstrong,3,0
Trevitt,3,0
Moran,3,0
Hoever,3,0
Hodge,3,0
H.Bueno,3,0
Gonzalez,3,0
Fraser,3,0
Woolfenden,3,0
Walton,3,0
José Sá,3,0
Frank,3,
Jorginho,3,0
Hein,3,0
Fábio Vieira,3,0
Raya,3,0
Ramsdale,3,0
Johnstone,3,0
Holding,3,0
Henderson,3,0
Ward,3,0
Rak-Sakyi,3,0
Ozoh,3,0
Matthews,3,0
Neto,3,0
Sousa,3,0
Sinisalo,3,0
Olsen,3,0
Nedeljkovic,3,0
C.Doucouré,3,0
Dobbin,3,0
Diaby,3,0
Dendoncker,3,0
Martinez,3,0
Marschall,3,0
Kesler-Hayden,3,0
O'Brien-Whitmarsh,3,
Nallo,3,
Kukonki,3,
Iling Jr,3,0
Cashin,3,
Vitor Reis,3,
Khusanov,3,
A. Garcia,3,
Ajayi,3,
Hause,3,0
Monga,3,
Charlie Tasker,3,
Gower,3,
Neave,3,
Dermot Mee,3,
Adu-Adjei,3,
Hennessey,3,
Djiga,3,
Mané,3,
Graczyk,3,
Samuels-Smith,3,
Morgan,3,
Koné,3,
Moorhouse,3,
Fredricson,3,
Gauci,3,0
Coby Ebere,3,
Anselmino,3,
Heath,3,
Willian,3,
Amougou,3,
Harrison,3,
Guardiola,3,
Davies,3,
Cahill,3,
Fletcher,3,
Kporha,3,
Pond,3,
Samuels,3,
Nichols,3,
Yogane,3,
Jaros,3,
Kabia,3,
Heaven,3,
Kacurri,3,
Umeh-Chibueze,3,0
Amissah,3,
Zych,3,0
Young,3,
Forbs,3,
Meghoma,3,
Orford,3,
King,3,
Dorrington,3,
Mubama,3,
Acheampong,3,
Wheatley,3,0
Rodney,3,0
Agbinone,3,0
J.Cuenca,3,0
Dennis,3,0
Casey,3,0
Williams-Barnett,3,
Brits,3,
Alleyne,3,
Harris,3,
Slater,3,
Hardy,3,
Olusesi,3,
Edozie,3,
McConville,3,
Rak-Sakyi,3,
Cartwright,3,
Scarles,3,
Marsh,3,
Wilson-Esbrand,3,
Amass,3,
Fitzgerald,3,
Nyoni,3,
Winterburn,3,
Mayers,3,
Tomiyasu,3,0
Tierney,3,0
Buendia,3,0
Anthony,3,0
Aarons,3,0
Kinsey,3,
Broggio,3,
Bates,3,
Simpson-Pusey,3,
Wright,3,
Maghoma,3,
Sarmiento,3,0
Peupion,3,0
Offiah,3,0
O’Mahony,3,0
Moder,3,0
Arrizabalaga,3,0
Ângelo,3,0
Andrey Santos,3,0
McTominay,3,0
Malacia,3,0
Milner,3,0
Mazilu,3,0
March,3,0
Grønbæk,3,
Undav,3,0
Steele,3,0
Akinmboni,3,
Okoduwa,3,
Jimoh,3,
Danns,3,
Wilson-Brown,3,
Rees-Dottin,3,
Abbott,3,
Arthur,3,
Tom Taylor,3,
Boniface,3,
Jay Robinson,3,
Kozlowski,3,0
Harness,3,0
Evans,3,0
Marcal,3,0
Bajcetic,3,0
A.Becker,3,0
Ward,3,0
Thomas,3,0
Endo,3,0
Rodrigo,3,0
Ortega Moreno,3,0
João Cancelo,3,0
Bayindir,3,0
Lindelof,3,0
Bergström,3,0
Hannibal,3,0
B.Badiashile,3,0
Kelleher,3,0
R.Williams,3,0
Quansah,3,0
N.Phillips,3,0
Morton,3,0
McConnell,3,0
Carson,3,0
Verbruggen,3,0
Casadei,3,0
Broja,3,0
Bettinelli,3,0
Heaton,3,0
Maresca,3,
Hürzeler,3,
Iraola,3,
Emery,3,
Silcott-Duberry,3,
McKenna,3,
Sherif,3,
Sadi,3,
Barrenechea,3,0
Alex Moreno,3,0
Zinchenko,3,0
Kayi Sanda,3,
Welington,3,
Jake Evans,3,
Kinsky,3,
Godfrey,3,
Gómez,3,
Soler,3,
Cassanova,3,
Eyestone,3,
Knight,3,
Kayode,3,
Porter,3,
Van Nistelrooy,3,
Silva,3,
N.Gonzalez,3,
Palmer,3,
Yang,3,
Olabade Aluko,3,
Harry Howell,3,
Freddie Simmonds,3,
Jack Henry-Francis,3,
Golding,3,0
Stolarczyk,3,0
Souttar,3,0
Genesis Antwi,3,
Benjamin Fredrick,3,
Echeverri,3,
Bobb,3,0
Aké,3,0
J.Alvarez,3,0
Glasner,3,
Kristiansen,3,0
Iversen,3,0
Hermansen,3,0
Arteta,3,
Pereira,3,
Potter,3,
Postecoglou,3,
Rusk,3,
Nuno,3,
Howe,3,
Amorim,3,
Slot,3,
McKenna,3,
Moyes,3,
Ederson M.,3,0
Charles,3,0
Whiteman,3,0
Vicario,3,0
Veliz,3,0
Bella-Kotchap,3,0
Devine,3,0
Bryan,3,0
Reguilón,3,0
Lo Celso,3,0
Højbjerg,3,0
Solomon,3,0
Hickey,3,0
Henry,3,0
Al-Hamadi,3,0
Dasilva,3,0
Forster,3,0
E.Royal,3,0
Worrall,3,0
Ui-jo,3,0
Turner,3,0
Toffolo,3,0
Sels,3,0
Panzo,3,0
Peart-Harris,3,0
Da Silva Moreira,3,0
C.Miguel,3,0
Bowler,3,0
Flekken,3,0
Zabarnyi,3,0
Travers,3,0
Smith,3,0
Ji-soo,3,0
Chirewa,3,0
Chiquinho,3,0
Mepham,3,0
Hill,3,0
H.Traorè,3,0
Faivre,3,0
Senesi,3,0
Marc Guiu,3,0
Ahamada,3,0
Edozie,3,0
Cundle,3,0
Chiwome,3,0
M.Sarr,3,0
Lukaku,3,0
Lavia,3,0
Kellyman,3,0
Gilchrist,3,0
Gallagher,3,0
Petrović,3,0
Bazunu,3,0
Amo-Ameyaw,3,0
Larios,3,0
Lallana,3,0
Edwards,3,0
W.Fofana,3,0
Lascelles,3,0
Cozier-Duberry,3,0
Barco,3,0
Baker-Boaitey,3,0
Igor,3,0
I.Osman,3,0
Gross,3,0
Gilmour,3,0
A.Murphy,3,0
Onyeka,3,0
Mee,3,0
Konak,3,0
Zanka,3,0
Omobamidele,3,0
Toney,3,0
Thiago,3,0
Dahoud,3,0
Edmundson,3,0
Slicker,3,0
Ndaba,3,0
Luongo,3,0
Ladapo,3,0
Pellistri,3,0
Onana,3,0
Doak,3,0
Clark,3,0
Baggott,3,0
Valdimarsson,3,0
O'Brien,3,0
O.Richards,3,0
Mighten,3,0
Wood,3,0
Taylor,3,0
Stewart,3,0
Wilson,3,0
White,3,0
Trippier,3,0
Haaland,4,4
M.Salah,4,2
Palmer,4,0
Isak,4,0
Cunha,4,2
Semenyo,4,0
Mbeumo,4,0
Wissa,4,1
Watkins,4,3
Wood,4,1
N.Jackson,4,1
Strand Larsen,4,1
Bowen,4,1
Raúl,4,2
Madueke,4,0
Delap,4,0
Evanilson,4,1
Garnacho,4,1
Kluivert,4,2
B.Fernandes,4,0
Luis Díaz,4,0
Mateta,4,2
Iwobi,4,0
Son,4,0
Eze,4,0
Mitoma,4,2
Solanke,4,0
I.Sarr,4,0
Vardy,4,1
Havertz,4,2
Savinho,4,2
Szoboszlai,4,0
Kudus,4,0
Trossard,4,0
Saka,4,0
João Pedro,4,0
Welbeck,4,1
Johnson,4,1
Schade,4,0
O.Dango,4,0
Gakpo,4,0
Rogers,4,3
Martinelli,4,1
Muniz,4,0
Elanga,4,1
Gordon,4,0
Enzo,4,0
Beto,4,0
Enciso,4,1
Gibbs-White,4,0
Hudson-Odoi,4,1
Calvert-Lewin,4,1
Maddison,4,0
Kulusevski,4,1
Foden,4,0
Barnes,4,1
Marmoush,4,
Hutchinson,4,1
Neto,4,0
Tavernier,4,1
J.Murphy,4,1
Ndiaye,4,0
Duran,4,1
Rashford,4,3
Lewis-Potter,4,1
Onuachu,4,0
Ødegaard,4,0
Souček,4,0
M.Fernandes,4,0
P.M.Sarr,4,1
Minteh,4,0
De Bruyne,4,0
Diogo J.,4,1
Mac Allister,4,1
Amad,4,1
Joelinton,4,0
Muñoz,4,0
Szmodics,4,0
Jones,4,0
Nketiah,4,1
Georginio,4,1
Christie,4,0
Tielemans,4,0
Kovačić,4,0
Darwin,4,0
Gvardiol,4,0
Nørgaard,4,0
Zirkzee,4,2
Nkunku,4,1
Adama,4,1
Baleba,4,1
Merino,4,0
Bernardo,4,0
Lindstrøm,4,0
Brooks,4,0
Buonanotte,4,0
Schär,4,1
M.Asensio,4,
Tonali,4,2
Smith Rowe,4,0
Archer,4,2
Højlund,4,0
Rice,4,0
Bruno G.,4,1
Dibling,4,1
De Ligt,4,2
A.Doucoure,4,0
Cucurella,4,0
Doku,4,0
Wilson,4,0
McNeil,4,1
Andreas,4,1
Yates,4,0
Nwaneri,4,0
Ndidi,4,0
J.Ayew,4,1
Pedro Porro,4,0
Romero,4,1
Armstrong,4,0
Kamaldeen,4,0
Sarabia,4,0
Aït-Nouri,4,0
Malen,4,
Alexander-Arnold,4,0
Casemiro,4,0
Damsgaard,4,0
Tel,4,
J.Gomes,4,0
Richarlison,4,0
Virgil,4,0
Jota Silva,4,0
Ayari,4,0
Guedes,4,0
Sessegnon,4,0
C.Soler,4,0
Milenković,4,0
Emerson,4,0
Enes Ünal,4,2
Lerma,4,0
G.Jesus,4,0
Aribo,4,0
Harwood-Bellis,4,0
Sancho,4,0
Thomas,4,0
Mavididi,4,1
Guéhi,4,0
Anderson,4,0
Dominguez,4,0
Adingra,4,0
Alcaraz,4,0
Estupiñan,4,0
Mangala,4,0
O'Riley,4,0
El Khannouss,4,0
N.Semedo,4,1
Calafiori,4,0
Pinnock,4,2
Hinshelwood,4,0
Collins,4,1
Sinisterra,4,0
Walker-Peters,4,0
N.Williams,4,0
Chalobah,4,0
Martinez,4,0
Broadhead,4,0
Justin,4,0
Harrison,4,0
Onana,4,0
Nelson,4,1
Bailey,4,0
Munetsi,4,
Maatsen,4,0
Wharton,4,0
McGinn,4,0
Gana,4,0
Gündogan,4,0
Mario Jr.,4,1
Füllkrug,4,0
Lacroix,4,0
João Félix,4,0
Sosa,4,0
Gabriel,4,1
Scott,4,0
Van Hecke,4,0
Dalot,4,0
Maguire,4,0
Van den Berg,4,0
Barkley,4,0
Gravenberch,4,1
Andersen,4,0
L.Paquetá,4,0
Mavropanos,4,1
Bellegarde,4,0
Kerkez,4,0
A.Fatawu,4,0
Ings,4,1
Jaden,4,0
C.Richards,4,0
Carvalho,4,0
Bentancur,4,0
Murillo,4,0
Rúben,4,0
Wan-Bissaka,4,0
Sugawara,4,0
Grealish,4,1
Ramsey,4,0
Bissouma,4,0
Awoniyi,4,0
Burn,4,0
Bassey,4,0
Taylor,4,0
Kamada,4,0
Summerville,4,0
J.Timber,4,0
Cash,4,0
Tarkowski,4,0
Daka,4,0
Wieffer,4,0
Greaves,4,0
Gusto,4,0
Janelt,4,0
Cook,4,1
Devenny,4,0
Hirst,4,0
Antonio,4,0
Winks,4,0
McAtee,4,0
Digne,4,0
Konaté,4,0
Konsa,4,0
De Cordova-Reid,4,0
Caicedo,4,0
S.Bueno,4,0
Johnson,4,0
Colwill,4,0
Downes,4,0
Castagne,4,0
R.Gomes,4,0
O'Brien,4,0
Doherty,4,0
James,4,0
Keane,4,0
Young,4,0
Branthwaite,4,0
Hee Chan,4,0
Ugarte,4,0
Ferguson,4,0
Antony,4,0
Matheus N.,4,0
Bradley,4,0
McAteer,4,0
Mount,4,0
Mazraoui,4,1
Chaplin,4,0
Willock,4,0
Dunk,4,0
Werner,4,0
Spence,4,0
Ajer,4,0
Garner,4,0
Pau,4,0
M.França,4,0
Odobert,4,0
J.Clarke,4,0
Saliba,4,0
Adams,4,0
Mitchell,4,1
Schlupp,4,0
Toti,4,0
Irving,4,0
Robinson,4,0
Lukić,4,0
O'Shea,4,0
Huijsen,4,0
O’Reilly,4,0
Chiesa,4,0
Gruda,4,0
Tosin,4,0
Ward-Prowse,4,0
Kilman,4,0
Doyle,4,0
Cairney,4,0
Reed,4,0
Diop,4,0
Roerslev,4,0
Yarmoliuk,4,0
Van de Ven,4,1
Bednarek,4,0
Aina,4,0
Bergvall,4,0
Stephens,4,0
Almirón,4,0
Phillips,4,0
Miley,4,0
Stones,4,0
Lewis,4,0
Walker,4,0
Tete,4,0
Vestergaard,4,0
Elliott,4,0
Morsy,4,0
Davis,4,0
Mainoo,4,0
Gomez,4,0
Lamptey,4,0
Robertson,4,0
Okoli,4,1
Tsimikas,4,0
Dorgu,4,
Danso,4,
Davies,4,0
Faes,4,0
Ricardo,4,0
Udogie,4,0
Kamara,4,0
F.Kadıoğlu,4,0
Disasi,4,0
Eriksen,4,0
André,4,0
Scarlett,4,0
Skipp,4,0
Hughes,4,0
Bree,4,0
White,4,0
Longstaff,4,0
Vinicius,4,0
Cajuste,4,0
Akanji,4,0
Edouard,4,0
Chilwell,4,0
Veltman,4,0
Webster,4,0
Boly,4,0
Y. Chermiti,4,0
George,4,
Sangaré,4,0
Mings,4,0
Manning,4,0
Dragusin,4,0
Bogarde,4,0
Butler-Oyedeji,4,
Jensen,4,0
Gray,4,0
Livramento,4,0
Diego Carlos,4,0
Agbadou,4,
Smallbone,4,0
Lewis-Skelly,4,0
Philip,4,0
G.Rodríguez,4,0
Esse,4,
Yoro,4,0
Jebbison,4,0
Coleman,4,0
Pedro Lima,4,0
Brereton Díaz,4,0
Álvarez,4,0
H.Clarke,4,0
Obi,4,
Ugochukwu,4,0
Mheuka,4,
Dawson,4,0
L.Guilherme,4,0
Kiwior,4,0
Burgess,4,0
Burns,4,0
Coady,4,0
Renato Veiga,4,1
Hall,4,0
Fraser,4,0
Osula,4,0
Morato,4,0
Coulibaly,4,
Coufal,4,0
Mudryk,4,0
Alves,4,0
Dixon,4,0
Ream,4,0
Ogbene,4,0
Kaboré,4,0
Stansfield,4,0
Benda,4,0
J.Araujo,4,0
Harris,4,0
Godo,4,0
Leno,4,0
King,4,0
Berge,4,0
Todibo,4,0
Lankshear,4,0
Swinkels,4,0
Jørgensen,4,0
Moore,4,0
Meupiyou,4,0
Collyer,4,0
Metcalfe,4,0
Rushworth,4,0
G.Nunes,4,0
Setford,4,0
Nelson,4,0
Mbabu,4,0
Townsend,4,0
Oulad M'hand,4,0
Begovic,4,0
Dewsbury-Hall,4,0
Deivid,4,0
D.D.Fofana,4,0
Chukwuemeka,4,0
B.Traore,4,0
Zouma,4,0
N.Aguerd,4,0
Humphreys,4,0
Choudhury,4,0
Cannon,4,0
B.Soumaré,4,0
Cresswell,4,0
Sterling,4,0
Areola,4,0
Foderingham,4,0
Fabianski,4,0
Bentley,4,0
Clyne,4,0
Chadi Riad,4,0
Podence,4,0
Wiley,4,0
Pivas,4,0
Earthy,4,0
Paulsen,4,0
Brierley,4,0
Cornet,4,0
Ebiowei,4,0
Mykolenko,4,0
Maupay,4,0
J.Virginia,4,0
Iroegbunam,4,0
Holgate,4,0
Pickford,4,0
Patterson,4,0
Fábio Silva,4,0
Mosquera,4,0
King,4,0
Kalajdžić,4,0
Tuanzebe,4,0
Muric,4,0
Sánchez,4,0
Armstrong,4,0
Trevitt,4,0
Moran,4,0
Hoever,4,0
Hodge,4,0
H.Bueno,4,0
Gonzalez,4,0
Fraser,4,0
Woolfenden,4,0
Walton,4,0
José Sá,4,0
Frank,4,
Jorginho,4,0
Hein,4,0
Fábio Vieira,4,0
Raya,4,0
Ramsdale,4,0
Johnstone,4,0
Holding,4,0
Henderson,4,0
Ward,4,0
Rak-Sakyi,4,0
Ozoh,4,0
Matthews,4,0
Neto,4,0
Sousa,4,0
Sinisalo,4,0
Olsen,4,0
Nedeljkovic,4,0
C.Doucouré,4,0
Dobbin,4,0
Diaby,4,0
Dendoncker,4,0
Martinez,4,0
Marschall,4,0
Kesler-Hayden,4,0
O'Brien-Whitmarsh,4,
Nallo,4,
Kukonki,4,
Iling Jr,4,0
Cashin,4,
Vitor Reis,4,
Khusanov,4,
A. Garcia,4,
Ajayi,4,
Hause,4,0
Monga,4,
Charlie Tasker,4,
Gower,4,
Neave,4,
Dermot Mee,4,
Adu-Adjei,4,
Hennessey,4,
Djiga,4,
Mané,4,
Graczyk,4,
Samuels-Smith,4,
Morgan,4,
Koné,4,
Moorhouse,4,
Fredricson,4,
Gauci,4,0
Coby Ebere,4,
Anselmino,4,
Heath,4,
Willian,4,
Amougou,4,
Harrison,4,
Guardiola,4,
Davies,4,
Cahill,4,
Fletcher,4,
Kporha,4,
Pond,4,
Samuels,4,
Nichols,4,
Yogane,4,
Jaros,4,
Kabia,4,0
Heaven,4,0
Kacurri,4,0
Umeh-Chibueze,4,0
Amissah,4,
Zych,4,0
Young,4,0
Forbs,4,0
Meghoma,4,0
Orford,4,
King,4,
Dorrington,4,
Mubama,4,
Acheampong,4,
Wheatley,4,0
Rodney,4,0
Agbinone,4,0
J.Cuenca,4,0
Dennis,4,0
Casey,4,0
Williams-Barnett,4,
Brits,4,
Alleyne,4,
Harris,4,
Slater,4,
Hardy,4,
Olusesi,4,
Edozie,4,
McConville,4,
Rak-Sakyi,4,
Cartwright,4,
Scarles,4,
Marsh,4,
Wilson-Esbrand,4,
Amass,4,
Fitzgerald,4,
Nyoni,4,
Winterburn,4,
Mayers,4,
Tomiyasu,4,0
Tierney,4,0
Buendia,4,0
Anthony,4,0
Aarons,4,0
Kinsey,4,
Broggio,4,
Bates,4,
Simpson-Pusey,4,
Wright,4,
Maghoma,4,
Sarmiento,4,0
Peupion,4,0
Offiah,4,0
O’Mahony,4,0
Moder,4,0
Arrizabalaga,4,0
Ângelo,4,0
Andrey Santos,4,0
McTominay,4,0
Malacia,4,0
Milner,4,0
Mazilu,4,0
March,4,0
Grønbæk,4,
Undav,4,0
Steele,4,0
Akinmboni,4,
Okoduwa,4,
Jimoh,4,
Danns,4,
Wilson-Brown,4,
Rees-Dottin,4,
